county_id,state,county
19105,IOWA,JONES
19107,IOWA,KEOKUK
19109,IOWA,KOSSUTH
19111,IOWA,LEE
19113,IOWA,LINN
19115,IOWA,LOUISA
19117,IOWA,LUCAS
19119,IOWA,LYON
19121,IOWA,MADISON
19123,IOWA,MAHASKA
19125,IOWA,MARION
19127,IOWA,MARSHALL
19129,IOWA,MILLS
19131,IOWA,MITCHELL
19133,IOWA,MONONA
19135,IOWA,MONROE
19137,IOWA,MONTGOMERY
19139,IOWA,MUSCATINE
19141,IOWA,OBRIEN
19143,IOWA,OSCEOLA
19145,IOWA,PAGE
19147,IOWA,PALO ALTO
19149,IOWA,PLYMOUTH
19151,IOWA,POCAHONTAS
19153,IOWA,POLK
19155,IOWA,POTTAWATTAMIE
19157,IOWA,POWESHIEK
19159,IOWA,RINGGOLD
19161,IOWA,SAC
19163,IOWA,SCOTT
19165,IOWA,SHELBY
19167,IOWA,SIOUX
19169,IOWA,STORY
19171,IOWA,TAMA
19173,IOWA,TAYLOR
19175,IOWA,UNION
19177,IOWA,VAN BUREN
19179,IOWA,WAPELLO
19181,IOWA,WARREN
19183,IOWA,WASHINGTON
19185,IOWA,WAYNE
19187,IOWA,WEBSTER
19189,IOWA,WINNEBAGO
19191,IOWA,WINNESHIEK
19193,IOWA,WOODBURY
19195,IOWA,WORTH
19197,IOWA,WRIGHT
20001,KANSAS,ALLEN
20003,KANSAS,ANDERSON
20005,KANSAS,ATCHISON
20007,KANSAS,BARBER
20009,KANSAS,BARTON
20011,KANSAS,BOURBON
20013,KANSAS,BROWN
20015,KANSAS,BUTLER
20017,KANSAS,CHASE
20019,KANSAS,CHAUTAUQUA
20021,KANSAS,CHEROKEE
20023,KANSAS,CHEYENNE
20025,KANSAS,CLARK
20027,KANSAS,CLAY
20029,KANSAS,CLOUD
20031,KANSAS,COFFEY
20033,KANSAS,COMANCHE
20035,KANSAS,COWLEY
20037,KANSAS,CRAWFORD
20039,KANSAS,DECATUR
20041,KANSAS,DICKINSON
20043,KANSAS,DONIPHAN
20045,KANSAS,DOUGLAS
20047,KANSAS,EDWARDS
20049,KANSAS,ELK
20051,KANSAS,ELLIS
20053,KANSAS,ELLSWORTH
20055,KANSAS,FINNEY
20057,KANSAS,FORD
20059,KANSAS,FRANKLIN
20061,KANSAS,GEARY
20063,KANSAS,GOVE
20065,KANSAS,GRAHAM
20067,KANSAS,GRANT
20069,KANSAS,GRAY
20071,KANSAS,GREELEY
20073,KANSAS,GREENWOOD
20075,KANSAS,HAMILTON
20077,KANSAS,HARPER
20079,KANSAS,HARVEY
20081,KANSAS,HASKELL
20083,KANSAS,HODGEMAN
20085,KANSAS,JACKSON
20087,KANSAS,JEFFERSON
20089,KANSAS,JEWELL
20091,KANSAS,JOHNSON
20093,KANSAS,KEARNY
20095,KANSAS,KINGMAN
20097,KANSAS,KIOWA
20099,KANSAS,LABETTE
20101,KANSAS,LANE
20103,KANSAS,LEAVENWORTH
20105,KANSAS,LINCOLN
20107,KANSAS,LINN
20109,KANSAS,LOGAN
20111,KANSAS,LYON
20113,KANSAS,MCPHERSON
20115,KANSAS,MARION
20117,KANSAS,MARSHALL
20119,KANSAS,MEADE
20121,KANSAS,MIAMI
20123,KANSAS,MITCHELL
20125,KANSAS,MONTGOMERY
20127,KANSAS,MORRIS
20129,KANSAS,MORTON
20131,KANSAS,NEMAHA
20133,KANSAS,NEOSHO
20135,KANSAS,NESS
20137,KANSAS,NORTON
20139,KANSAS,OSAGE
20141,KANSAS,OSBORNE
20143,KANSAS,OTTAWA
20145,KANSAS,PAWNEE
20147,KANSAS,PHILLIPS
20149,KANSAS,POTTAWATOMIE
20151,KANSAS,PRATT
20153,KANSAS,RAWLINS
20155,KANSAS,RENO
20157,KANSAS,REPUBLIC
20159,KANSAS,RICE
20161,KANSAS,RILEY
20163,KANSAS,ROOKS
20165,KANSAS,RUSH
20167,KANSAS,RUSSELL
20169,KANSAS,SALINE
20171,KANSAS,SCOTT
20173,KANSAS,SEDGWICK
20175,KANSAS,SEWARD
20177,KANSAS,SHAWNEE
20179,KANSAS,SHERIDAN
20181,KANSAS,SHERMAN
20183,KANSAS,SMITH
20185,KANSAS,STAFFORD
20187,KANSAS,STANTON
20189,KANSAS,STEVENS
20191,KANSAS,SUMNER
20193,KANSAS,THOMAS
20195,KANSAS,TREGO
20197,KANSAS,WABAUNSEE
20199,KANSAS,WALLACE
20201,KANSAS,WASHINGTON
20203,KANSAS,WICHITA
20205,KANSAS,WILSON
20207,KANSAS,WOODSON
20209,KANSAS,WYANDOTTE
21001,KENTUCKY,ADAIR
21003,KENTUCKY,ALLEN
21005,KENTUCKY,ANDERSON
21007,KENTUCKY,BALLARD
21009,KENTUCKY,BARREN
21011,KENTUCKY,BATH
21013,KENTUCKY,BELL
21015,KENTUCKY,BOONE
21017,KENTUCKY,BOURBON
21019,KENTUCKY,BOYD
21021,KENTUCKY,BOYLE
21023,KENTUCKY,BRACKEN
21025,KENTUCKY,BREATHITT
21027,KENTUCKY,BRECKINRIDGE
21029,KENTUCKY,BULLITT
21031,KENTUCKY,BUTLER
21033,KENTUCKY,CALDWELL
21035,KENTUCKY,CALLOWAY
21037,KENTUCKY,CAMPBELL
21039,KENTUCKY,CARLISLE
21041,KENTUCKY,CARROLL
21043,KENTUCKY,CARTER
21045,KENTUCKY,CASEY
21047,KENTUCKY,CHRISTIAN
21049,KENTUCKY,CLARK
21051,KENTUCKY,CLAY
21053,KENTUCKY,CLINTON
21055,KENTUCKY,CRITTENDEN
21057,KENTUCKY,CUMBERLAND
21059,KENTUCKY,DAVIESS
21061,KENTUCKY,EDMONSON
21063,KENTUCKY,ELLIOTT
21065,KENTUCKY,ESTILL
21067,KENTUCKY,FAYETTE
21069,KENTUCKY,FLEMING
21071,KENTUCKY,FLOYD
21073,KENTUCKY,FRANKLIN
21075,KENTUCKY,FULTON
21077,KENTUCKY,GALLATIN
21079,KENTUCKY,GARRARD
21081,KENTUCKY,GRANT
21083,KENTUCKY,GRAVES
21085,KENTUCKY,GRAYSON
21087,KENTUCKY,GREEN
21089,KENTUCKY,GREENUP
21091,KENTUCKY,HANCOCK
21093,KENTUCKY,HARDIN
21095,KENTUCKY,HARLAN
21097,KENTUCKY,HARRISON
21099,KENTUCKY,HART
21101,KENTUCKY,HENDERSON
21103,KENTUCKY,HENRY
21105,KENTUCKY,HICKMAN
21107,KENTUCKY,HOPKINS
21109,KENTUCKY,JACKSON
21111,KENTUCKY,JEFFERSON
21113,KENTUCKY,JESSAMINE
21115,KENTUCKY,JOHNSON
21117,KENTUCKY,KENTON
21119,KENTUCKY,KNOTT
21121,KENTUCKY,KNOX
21123,KENTUCKY,LARUE
21125,KENTUCKY,LAUREL
21127,KENTUCKY,LAWRENCE
21129,KENTUCKY,LEE
21131,KENTUCKY,LESLIE
21133,KENTUCKY,LETCHER
21135,KENTUCKY,LEWIS
21137,KENTUCKY,LINCOLN
21139,KENTUCKY,LIVINGSTON
21141,KENTUCKY,LOGAN
21143,KENTUCKY,LYON
21145,KENTUCKY,MCCRACKEN
21147,KENTUCKY,MCCREARY
21149,KENTUCKY,MCLEAN
21151,KENTUCKY,MADISON
21153,KENTUCKY,MAGOFFIN
21155,KENTUCKY,MARION
21157,KENTUCKY,MARSHALL
21159,KENTUCKY,MARTIN
21161,KENTUCKY,MASON
21163,KENTUCKY,MEADE
21165,KENTUCKY,MENIFEE
21167,KENTUCKY,MERCER
21169,KENTUCKY,METCALFE
21171,KENTUCKY,MONROE
21173,KENTUCKY,MONTGOMERY
21175,KENTUCKY,MORGAN
21177,KENTUCKY,MUHLENBERG
21179,KENTUCKY,NELSON
21181,KENTUCKY,NICHOLAS
21183,KENTUCKY,OHIO
21185,KENTUCKY,OLDHAM
21187,KENTUCKY,OWEN
21189,KENTUCKY,OWSLEY
21191,KENTUCKY,PENDLETON
21193,KENTUCKY,PERRY
21195,KENTUCKY,PIKE
21197,KENTUCKY,POWELL
21199,KENTUCKY,PULASKI
21201,KENTUCKY,ROBERTSON
21203,KENTUCKY,ROCKCASTLE
21205,KENTUCKY,ROWAN
21207,KENTUCKY,RUSSELL
21209,KENTUCKY,SCOTT
21211,KENTUCKY,SHELBY
21213,KENTUCKY,SIMPSON
21215,KENTUCKY,SPENCER
21217,KENTUCKY,TAYLOR
21219,KENTUCKY,TODD
21221,KENTUCKY,TRIGG
21223,KENTUCKY,TRIMBLE
21225,KENTUCKY,UNION
21227,KENTUCKY,WARREN
21229,KENTUCKY,WASHINGTON
21231,KENTUCKY,WAYNE
21233,KENTUCKY,WEBSTER
21235,KENTUCKY,WHITLEY
21237,KENTUCKY,WOLFE
21239,KENTUCKY,WOODFORD
22001,LOUISIANA,ACADIA
22003,LOUISIANA,ALLEN
22005,LOUISIANA,ASCENSION
22007,LOUISIANA,ASSUMPTION
22009,LOUISIANA,AVOYELLES
22011,LOUISIANA,BEAUREGARD
22013,LOUISIANA,BIENVILLE
22015,LOUISIANA,BOSSIER
22017,LOUISIANA,CADDO
22019,LOUISIANA,CALCASIEU
22021,LOUISIANA,CALDWELL
22023,LOUISIANA,CAMERON
22025,LOUISIANA,CATAHOULA
22027,LOUISIANA,CLAIBORNE
22029,LOUISIANA,CONCORDIA
22031,LOUISIANA,DE SOTO
22033,LOUISIANA,EAST BATON ROUGE
22035,LOUISIANA,EAST CARROLL
22037,LOUISIANA,EAST FELICIANA
22039,LOUISIANA,EVANGELINE
22041,LOUISIANA,FRANKLIN
22043,LOUISIANA,GRANT
22045,LOUISIANA,IBERIA
22047,LOUISIANA,IBERVILLE
22049,LOUISIANA,JACKSON
22051,LOUISIANA,JEFFERSON
22053,LOUISIANA,JEFFERSON DAVIS
22055,LOUISIANA,LAFAYETTE
22057,LOUISIANA,LAFOURCHE
22059,LOUISIANA,LASALLE
22061,LOUISIANA,LINCOLN
22063,LOUISIANA,LIVINGSTON
22065,LOUISIANA,MADISON
22067,LOUISIANA,MOREHOUSE
22069,LOUISIANA,NATCHITOCHES
22071,LOUISIANA,ORLEANS
22073,LOUISIANA,OUACHITA
22075,LOUISIANA,PLAQUEMINES
22077,LOUISIANA,POINTE COUPEE
22079,LOUISIANA,RAPIDES
22081,LOUISIANA,RED RIVER
22083,LOUISIANA,RICHLAND
22085,LOUISIANA,SABINE
22087,LOUISIANA,ST BERNARD
22089,LOUISIANA,ST CHARLES
22091,LOUISIANA,ST HELENA
22093,LOUISIANA,ST JAMES
22095,LOUISIANA,ST JOHN THE BAPTIST
22097,LOUISIANA,ST LANDRY
22099,LOUISIANA,ST MARTIN
22101,LOUISIANA,ST MARY
22103,LOUISIANA,ST TAMMANY
22105,LOUISIANA,TANGIPAHOA
22107,LOUISIANA,TENSAS
22109,LOUISIANA,TERREBONNE
22111,LOUISIANA,UNION
22113,LOUISIANA,VERMILION
22115,LOUISIANA,VERNON
22117,LOUISIANA,WASHINGTON
22119,LOUISIANA,WEBSTER
22121,LOUISIANA,WEST BATON ROUGE
22123,LOUISIANA,WEST CARROLL
22125,LOUISIANA,WEST FELICIANA
22127,LOUISIANA,WINN
23001,MAINE,ANDROSCOGGIN
23003,MAINE,AROOSTOOK
23005,MAINE,CUMBERLAND
23007,MAINE,FRANKLIN
23009,MAINE,HANCOCK
23011,MAINE,KENNEBEC
23013,MAINE,KNOX
23015,MAINE,LINCOLN
23017,MAINE,OXFORD
23019,MAINE,PENOBSCOT
23021,MAINE,PISCATAQUIS
23023,MAINE,SAGADAHOC
23025,MAINE,SOMERSET
23027,MAINE,WALDO
23029,MAINE,WASHINGTON
23031,MAINE,YORK
24001,MARYLAND,ALLEGANY
24003,MARYLAND,ANNE ARUNDEL
24005,MARYLAND,BALTIMORE
24009,MARYLAND,CALVERT
24011,MARYLAND,CAROLINE
24013,MARYLAND,CARROLL
24015,MARYLAND,CECIL
24017,MARYLAND,CHARLES
24019,MARYLAND,DORCHESTER
24021,MARYLAND,FREDERICK
24023,MARYLAND,GARRETT
24025,MARYLAND,HARFORD
24027,MARYLAND,HOWARD
24029,MARYLAND,KENT
24031,MARYLAND,MONTGOMERY
24033,MARYLAND,PRINCE GEORGES
24035,MARYLAND,QUEEN ANNES
24037,MARYLAND,ST MARYS
24039,MARYLAND,SOMERSET
24041,MARYLAND,TALBOT
24043,MARYLAND,WASHINGTON
24045,MARYLAND,WICOMICO
24047,MARYLAND,WORCESTER
24510,MARYLAND,BALTIMORE CITY
25001,MASSACHUSETTS,BARNSTABLE
25003,MASSACHUSETTS,BERKSHIRE
25005,MASSACHUSETTS,BRISTOL
25007,MASSACHUSETTS,DUKES
25009,MASSACHUSETTS,ESSEX
25011,MASSACHUSETTS,FRANKLIN
25013,MASSACHUSETTS,HAMPDEN
25015,MASSACHUSETTS,HAMPSHIRE
25017,MASSACHUSETTS,MIDDLESEX
25019,MASSACHUSETTS,NANTUCKET
25021,MASSACHUSETTS,NORFOLK
25023,MASSACHUSETTS,PLYMOUTH
25025,MASSACHUSETTS,SUFFOLK
25027,MASSACHUSETTS,WORCESTER
26001,MICHIGAN,ALCONA
26003,MICHIGAN,ALGER
26005,MICHIGAN,ALLEGAN
26007,MICHIGAN,ALPENA
26009,MICHIGAN,ANTRIM
26011,MICHIGAN,ARENAC
26013,MICHIGAN,BARAGA
26015,MICHIGAN,BARRY
26017,MICHIGAN,BAY
26019,MICHIGAN,BENZIE
26021,MICHIGAN,BERRIEN
26023,MICHIGAN,BRANCH
26025,MICHIGAN,CALHOUN
26027,MICHIGAN,CASS
26029,MICHIGAN,CHARLEVOIX
26031,MICHIGAN,CHEBOYGAN
26033,MICHIGAN,CHIPPEWA
26035,MICHIGAN,CLARE
26037,MICHIGAN,CLINTON
26039,MICHIGAN,CRAWFORD
26041,MICHIGAN,DELTA
26043,MICHIGAN,DICKINSON
26045,MICHIGAN,EATON
26047,MICHIGAN,EMMET
26049,MICHIGAN,GENESEE
26051,MICHIGAN,GLADWIN
26053,MICHIGAN,GOGEBIC
26055,MICHIGAN,GRAND TRAVERSE
26057,MICHIGAN,GRATIOT
26059,MICHIGAN,HILLSDALE
26061,MICHIGAN,HOUGHTON
26063,MICHIGAN,HURON
26065,MICHIGAN,INGHAM
26067,MICHIGAN,IONIA
26069,MICHIGAN,IOSCO
26071,MICHIGAN,IRON
26073,MICHIGAN,ISABELLA
26075,MICHIGAN,JACKSON
26077,MICHIGAN,KALAMAZOO
26079,MICHIGAN,KALKASKA
26081,MICHIGAN,KENT
26083,MICHIGAN,KEWEENAW
26085,MICHIGAN,LAKE
26087,MICHIGAN,LAPEER
26089,MICHIGAN,LEELANAU
26091,MICHIGAN,LENAWEE
26093,MICHIGAN,LIVINGSTON
26095,MICHIGAN,LUCE
26097,MICHIGAN,MACKINAC
26099,MICHIGAN,MACOMB
26101,MICHIGAN,MANISTEE
26103,MICHIGAN,MARQUETTE
26105,MICHIGAN,MASON
26107,MICHIGAN,MECOSTA
26109,MICHIGAN,MENOMINEE
26111,MICHIGAN,MIDLAND
26113,MICHIGAN,MISSAUKEE
26115,MICHIGAN,MONROE
26117,MICHIGAN,MONTCALM
26119,MICHIGAN,MONTMORENCY
26121,MICHIGAN,MUSKEGON
26123,MICHIGAN,NEWAYGO
26125,MICHIGAN,OAKLAND
26127,MICHIGAN,OCEANA
26129,MICHIGAN,OGEMAW
26131,MICHIGAN,ONTONAGON
26133,MICHIGAN,OSCEOLA
26135,MICHIGAN,OSCODA
26137,MICHIGAN,OTSEGO
26139,MICHIGAN,OTTAWA
26141,MICHIGAN,PRESQUE ISLE
26143,MICHIGAN,ROSCOMMON
26145,MICHIGAN,SAGINAW
26147,MICHIGAN,ST CLAIR
26149,MICHIGAN,ST JOSEPH
26151,MICHIGAN,SANILAC
26153,MICHIGAN,SCHOOLCRAFT
26155,MICHIGAN,SHIAWASSEE
26157,MICHIGAN,TUSCOLA
26159,MICHIGAN,VAN BUREN
26161,MICHIGAN,WASHTENAW
26163,MICHIGAN,WAYNE
26165,MICHIGAN,WEXFORD
27001,MINNESOTA,AITKIN
27003,MINNESOTA,ANOKA
27005,MINNESOTA,BECKER
27007,MINNESOTA,BELTRAMI
27009,MINNESOTA,BENTON
27011,MINNESOTA,BIG STONE
27013,MINNESOTA,BLUE EARTH
27015,MINNESOTA,BROWN
27017,MINNESOTA,CARLTON
27019,MINNESOTA,CARVER
27021,MINNESOTA,CASS
27023,MINNESOTA,CHIPPEWA
27025,MINNESOTA,CHISAGO
27027,MINNESOTA,CLAY
27029,MINNESOTA,CLEARWATER
27031,MINNESOTA,COOK
27033,MINNESOTA,COTTONWOOD
27035,MINNESOTA,CROW WING
27037,MINNESOTA,DAKOTA
27039,MINNESOTA,DODGE
27041,MINNESOTA,DOUGLAS
27043,MINNESOTA,FARIBAULT
27045,MINNESOTA,FILLMORE
27047,MINNESOTA,FREEBORN
27049,MINNESOTA,GOODHUE
27051,MINNESOTA,GRANT
27053,MINNESOTA,HENNEPIN
27055,MINNESOTA,HOUSTON
27057,MINNESOTA,HUBBARD
27059,MINNESOTA,ISANTI
27061,MINNESOTA,ITASCA
27063,MINNESOTA,JACKSON
27065,MINNESOTA,KANABEC
27067,MINNESOTA,KANDIYOHI
27069,MINNESOTA,KITTSON
27071,MINNESOTA,KOOCHICHING
27073,MINNESOTA,LAC QUI PARLE
27075,MINNESOTA,LAKE
27077,MINNESOTA,LAKE OF THE WOODS
27079,MINNESOTA,LE SUEUR
27081,MINNESOTA,LINCOLN
27083,MINNESOTA,LYON
27085,MINNESOTA,MCLEOD
27087,MINNESOTA,MAHNOMEN
27089,MINNESOTA,MARSHALL
27091,MINNESOTA,MARTIN
27093,MINNESOTA,MEEKER
27095,MINNESOTA,MILLE LACS
27097,MINNESOTA,MORRISON
27099,MINNESOTA,MOWER
27101,MINNESOTA,MURRAY
27103,MINNESOTA,NICOLLET
27105,MINNESOTA,NOBLES
27107,MINNESOTA,NORMAN
27109,MINNESOTA,OLMSTED
27111,MINNESOTA,OTTER TAIL
27113,MINNESOTA,PENNINGTON
27115,MINNESOTA,PINE
27117,MINNESOTA,PIPESTONE
27119,MINNESOTA,POLK
27121,MINNESOTA,POPE
27123,MINNESOTA,RAMSEY
27125,MINNESOTA,RED LAKE
27127,MINNESOTA,REDWOOD
27129,MINNESOTA,RENVILLE
27131,MINNESOTA,RICE
27133,MINNESOTA,ROCK
27135,MINNESOTA,ROSEAU
27137,MINNESOTA,ST LOUIS
27139,MINNESOTA,SCOTT
27141,MINNESOTA,SHERBURNE
27143,MINNESOTA,SIBLEY
27145,MINNESOTA,STEARNS
27147,MINNESOTA,STEELE
27149,MINNESOTA,STEVENS
27151,MINNESOTA,SWIFT
27153,MINNESOTA,TODD
27155,MINNESOTA,TRAVERSE
27157,MINNESOTA,WABASHA
27159,MINNESOTA,WADENA
27161,MINNESOTA,WASECA
27163,MINNESOTA,WASHINGTON
27165,MINNESOTA,WATONWAN
27167,MINNESOTA,WILKIN
27169,MINNESOTA,WINONA
27171,MINNESOTA,WRIGHT
27173,MINNESOTA,YELLOW MEDICINE
28001,MISSISSIPPI,ADAMS
28003,MISSISSIPPI,ALCORN
28005,MISSISSIPPI,AMITE
28007,MISSISSIPPI,ATTALA
28009,MISSISSIPPI,BENTON
28011,MISSISSIPPI,BOLIVAR
28013,MISSISSIPPI,CALHOUN
28015,MISSISSIPPI,CARROLL
28017,MISSISSIPPI,CHICKASAW
28019,MISSISSIPPI,CHOCTAW
28021,MISSISSIPPI,CLAIBORNE
28023,MISSISSIPPI,CLARKE
28025,MISSISSIPPI,CLAY
28027,MISSISSIPPI,COAHOMA
28029,MISSISSIPPI,COPIAH
28031,MISSISSIPPI,COVINGTON
28033,MISSISSIPPI,DESOTO
28035,MISSISSIPPI,FORREST
28037,MISSISSIPPI,FRANKLIN
28039,MISSISSIPPI,GEORGE
28041,MISSISSIPPI,GREENE
28043,MISSISSIPPI,GRENADA
28045,MISSISSIPPI,HANCOCK
28047,MISSISSIPPI,HARRISON
28049,MISSISSIPPI,HINDS
28051,MISSISSIPPI,HOLMES
28053,MISSISSIPPI,HUMPHREYS
28055,MISSISSIPPI,ISSAQUENA
28057,MISSISSIPPI,ITAWAMBA
28059,MISSISSIPPI,JACKSON
28061,MISSISSIPPI,JASPER
28063,MISSISSIPPI,JEFFERSON
28065,MISSISSIPPI,JEFFERSON DAVIS
28067,MISSISSIPPI,JONES
28069,MISSISSIPPI,KEMPER
28071,MISSISSIPPI,LAFAYETTE
28073,MISSISSIPPI,LAMAR
28075,MISSISSIPPI,LAUDERDALE
28077,MISSISSIPPI,LAWRENCE
28079,MISSISSIPPI,LEAKE
28081,MISSISSIPPI,LEE
28083,MISSISSIPPI,LEFLORE
28085,MISSISSIPPI,LINCOLN
28087,MISSISSIPPI,LOWNDES
28089,MISSISSIPPI,MADISON
28091,MISSISSIPPI,MARION
28093,MISSISSIPPI,MARSHALL
28095,MISSISSIPPI,MONROE
28097,MISSISSIPPI,MONTGOMERY
28099,MISSISSIPPI,NESHOBA
28101,MISSISSIPPI,NEWTON
28103,MISSISSIPPI,NOXUBEE
28105,MISSISSIPPI,OKTIBBEHA
28107,MISSISSIPPI,PANOLA
28109,MISSISSIPPI,PEARL RIVER
28111,MISSISSIPPI,PERRY
28113,MISSISSIPPI,PIKE
28115,MISSISSIPPI,PONTOTOC
28117,MISSISSIPPI,PRENTISS
28119,MISSISSIPPI,QUITMAN
28121,MISSISSIPPI,RANKIN
28123,MISSISSIPPI,SCOTT
28125,MISSISSIPPI,SHARKEY
28127,MISSISSIPPI,SIMPSON
28129,MISSISSIPPI,SMITH
28131,MISSISSIPPI,STONE
28133,MISSISSIPPI,SUNFLOWER
28135,MISSISSIPPI,TALLAHATCHIE
28137,MISSISSIPPI,TATE
28139,MISSISSIPPI,TIPPAH
28141,MISSISSIPPI,TISHOMINGO
28143,MISSISSIPPI,TUNICA
28145,MISSISSIPPI,UNION
28147,MISSISSIPPI,WALTHALL
28149,MISSISSIPPI,WARREN
28151,MISSISSIPPI,WASHINGTON
28153,MISSISSIPPI,WAYNE
28155,MISSISSIPPI,WEBSTER
28157,MISSISSIPPI,WILKINSON
28159,MISSISSIPPI,WINSTON
28161,MISSISSIPPI,YALOBUSHA
28163,MISSISSIPPI,YAZOO
29001,MISSOURI,ADAIR
29003,MISSOURI,ANDREW
29005,MISSOURI,ATCHISON
29007,MISSOURI,AUDRAIN
29009,MISSOURI,BARRY
29011,MISSOURI,BARTON
29013,MISSOURI,BATES
29015,MISSOURI,BENTON
29017,MISSOURI,BOLLINGER
29019,MISSOURI,BOONE
29021,MISSOURI,BUCHANAN
29023,MISSOURI,BUTLER
29025,MISSOURI,CALDWELL
29027,MISSOURI,CALLAWAY
29029,MISSOURI,CAMDEN
29031,MISSOURI,CAPE GIRARDEAU
29033,MISSOURI,CARROLL
29035,MISSOURI,CARTER
29037,MISSOURI,CASS
29039,MISSOURI,CEDAR
29041,MISSOURI,CHARITON
29043,MISSOURI,CHRISTIAN
29045,MISSOURI,CLARK
29047,MISSOURI,CLAY
29049,MISSOURI,CLINTON
29051,MISSOURI,COLE
29053,MISSOURI,COOPER
29055,MISSOURI,CRAWFORD
29057,MISSOURI,DADE
29059,MISSOURI,DALLAS
29061,MISSOURI,DAVIESS
29063,MISSOURI,DEKALB
29065,MISSOURI,DENT
29067,MISSOURI,DOUGLAS
29069,MISSOURI,DUNKLIN
29071,MISSOURI,FRANKLIN
29073,MISSOURI,GASCONADE
29075,MISSOURI,GENTRY
29077,MISSOURI,GREENE
29079,MISSOURI,GRUNDY
29081,MISSOURI,HARRISON
29083,MISSOURI,HENRY
29085,MISSOURI,HICKORY
29087,MISSOURI,HOLT
29089,MISSOURI,HOWARD
29091,MISSOURI,HOWELL
29093,MISSOURI,IRON
29095,MISSOURI,JACKSON
29097,MISSOURI,JASPER
29099,MISSOURI,JEFFERSON
29101,MISSOURI,JOHNSON
29103,MISSOURI,KNOX
29105,MISSOURI,LACLEDE
29107,MISSOURI,LAFAYETTE
29109,MISSOURI,LAWRENCE
29111,MISSOURI,LEWIS
29113,MISSOURI,LINCOLN
29115,MISSOURI,LINN
29117,MISSOURI,LIVINGSTON
29119,MISSOURI,MCDONALD
29121,MISSOURI,MACON
29123,MISSOURI,MADISON
29125,MISSOURI,MARIES
29127,MISSOURI,MARION
29129,MISSOURI,MERCER
29131,MISSOURI,MILLER
29133,MISSOURI,MISSISSIPPI
29135,MISSOURI,MONITEAU
29137,MISSOURI,MONROE
29139,MISSOURI,MONTGOMERY
29141,MISSOURI,MORGAN
29143,MISSOURI,NEW MADRID
29145,MISSOURI,NEWTON
29147,MISSOURI,NODAWAY
29149,MISSOURI,OREGON
29151,MISSOURI,OSAGE
29153,MISSOURI,OZARK
29155,MISSOURI,PEMISCOT
29157,MISSOURI,PERRY
29159,MISSOURI,PETTIS
29161,MISSOURI,PHELPS
29163,MISSOURI,PIKE
29165,MISSOURI,PLATTE
29167,MISSOURI,POLK
29169,MISSOURI,PULASKI
29171,MISSOURI,PUTNAM
29173,MISSOURI,RALLS
29175,MISSOURI,RANDOLPH
29177,MISSOURI,RAY
29179,MISSOURI,REYNOLDS
29181,MISSOURI,RIPLEY
29183,MISSOURI,ST CHARLES
29185,MISSOURI,ST CLAIR
29186,MISSOURI,STE GENEVIEVE
29187,MISSOURI,ST FRANCOIS
29189,MISSOURI,ST LOUIS
29195,MISSOURI,SALINE
29197,MISSOURI,SCHUYLER
29199,MISSOURI,SCOTLAND
29201,MISSOURI,SCOTT
29203,MISSOURI,SHANNON
29205,MISSOURI,SHELBY
29207,MISSOURI,STODDARD
29209,MISSOURI,STONE
29211,MISSOURI,SULLIVAN
29213,MISSOURI,TANEY
29215,MISSOURI,TEXAS
29217,MISSOURI,VERNON
29219,MISSOURI,WARREN
29221,MISSOURI,WASHINGTON
29223,MISSOURI,WAYNE
29225,MISSOURI,WEBSTER
29227,MISSOURI,WORTH
29229,MISSOURI,WRIGHT
29510,MISSOURI,ST LOUIS CITY
30001,MONTANA,BEAVERHEAD
30003,MONTANA,BIG HORN
30005,MONTANA,BLAINE
30007,MONTANA,BROADWATER
30009,MONTANA,CARBON
30011,MONTANA,CARTER
30013,MONTANA,CASCADE
30015,MONTANA,CHOUTEAU
30017,MONTANA,CUSTER
30019,MONTANA,DANIELS
30021,MONTANA,DAWSON
30023,MONTANA,DEER LODGE
30025,MONTANA,FALLON
30027,MONTANA,FERGUS
30029,MONTANA,FLATHEAD
30031,MONTANA,GALLATIN
30033,MONTANA,GARFIELD
30035,MONTANA,GLACIER
30037,MONTANA,GOLDEN VALLEY
30039,MONTANA,GRANITE
30041,MONTANA,HILL
30043,MONTANA,JEFFERSON
30045,MONTANA,JUDITH BASIN
30047,MONTANA,LAKE
30049,MONTANA,LEWIS AND CLARK
30051,MONTANA,LIBERTY
30053,MONTANA,LINCOLN
30055,MONTANA,MCCONE
30057,MONTANA,MADISON
30059,MONTANA,MEAGHER
30061,MONTANA,MINERAL
30063,MONTANA,MISSOULA
30065,MONTANA,MUSSELSHELL
30067,MONTANA,PARK
30069,MONTANA,PETROLEUM
30071,MONTANA,PHILLIPS
30073,MONTANA,PONDERA
30075,MONTANA,POWDER RIVER
30077,MONTANA,POWELL
30079,MONTANA,PRAIRIE
30081,MONTANA,RAVALLI
30083,MONTANA,RICHLAND
30085,MONTANA,ROOSEVELT
30087,MONTANA,ROSEBUD
30089,MONTANA,SANDERS
30091,MONTANA,SHERIDAN
30093,MONTANA,SILVER BOW
30095,MONTANA,STILLWATER
30097,MONTANA,SWEET GRASS
30099,MONTANA,TETON
30101,MONTANA,TOOLE
30103,MONTANA,TREASURE
30105,MONTANA,VALLEY
30107,MONTANA,WHEATLAND
30109,MONTANA,WIBAUX
30111,MONTANA,YELLOWSTONE
